graphs:
num_nodes_min_max_tr = (16, 33)
num_nodes_min_max_ge = (16, 33) --> permutations of tr

results:
iteration number	elapsed seconds	training loss	test/generalization loss	training fraction mse	training fraction examples solved correctly	test/generalization mse	test/generalization fraction examples solved correctly
#	T	Ltr	Lge	Ctr	Str	Cge	Sge
218	731.2706093788147	0.009884509444236756	0.009745427407324314	1.0	1.0	1.0	1.0
220	738.0072989463806	0.009714747779071331	0.009580678306519985	1.0	1.0	1.0	1.0
222	744.971009016037	0.009522674418985844	0.009395122528076172	1.0	1.0	1.0	1.0
224	751.3381869792938	0.009375345055013896	0.009250176139175892	1.0	1.0	1.0	1.0
226	757.961254119873	0.009299235697835685	0.00917769130319357	1.0	1.0	1.0	1.0
228	764.7331087589264	0.009124834463000298	0.009007183834910393	1.0	1.0	1.0	1.0
230	772.4089064598083	0.008981755934655666	0.00886792503297329	1.0	1.0	1.0	1.0
232	778.7711527347565	0.008865154441446066	0.008753872476518154	1.0	1.0	1.0	1.0
234	784.8414645195007	0.008788285683840514	0.008679998107254505	1.0	1.0	1.0	1.0
236	791.6783702373505	0.008622304257005454	0.008516030386090279	1.0	1.0	1.0	1.0
238	797.767920255661	0.008540502842515707	0.00843692384660244	1.0	1.0	1.0	1.0
240	804.9063799381256	0.008331051375716925	0.008232970722019672	1.0	1.0	1.0	1.0
242	811.305716753006	0.008288411144167186	0.008190933614969254	1.0	1.0	1.0	1.0
244	817.3893253803253	0.008211928699165583	0.008116582408547401	1.0	1.0	1.0	1.0
246	823.9711744785309	0.008109900448471308	0.008017461746931076	1.0	1.0	1.0	1.0
248	830.4198346138	0.007998784631490707	0.007907659746706486	1.0	1.0	1.0	1.0
250	836.5646584033966	0.007854576408863069	0.007767024915665388	1.0	1.0	1.0	1.0
252	842.8588726520538	0.007767023565247656	0.007681617047637701	1.0	1.0	1.0	1.0
254	850.2464027404785	0.007678737584501505	0.007595140486955643	1.0	1.0	1.0	1.0
256	856.6352479457855	0.007564159156754614	0.0074825650081038475	1.0	1.0	1.0	1.0
258	863.6347534656525	0.007438028510659934	0.007358725182712078	1.0	1.0	1.0	1.0
260	869.5582203865051	0.007380318967625499	0.007303464226424694	1.0	1.0	1.0	1.0
262	876.1987035274506	0.007278210949152708	0.0072026499547064304	1.0	1.0	1.0	1.0
264	882.6771874427795	0.0071890475694090135	0.007114832289516926	1.0	1.0	1.0	1.0
266	889.3798208236694	0.007134744571521879	0.0070625487715005875	1.0	1.0	1.0	1.0
268	895.324512720108	0.007092669187113643	0.007021285593509674	1.0	1.0	1.0	1.0
270	901.9834542274475	0.006960081541910768	0.00689113512635231	1.0	1.0	1.0	1.0
272	907.850026845932	0.0068967783823609356	0.00682847248390317	1.0	1.0	1.0	1.0
274	914.6493525505066	0.006760835368186236	0.006694515701383352	1.0	1.0	1.0	1.0
276	920.2744381427765	0.00679301000200212	0.006727518513798714	1.0	1.0	1.0	1.0
278	927.4020278453827	0.006615733541548253	0.006552126724272966	1.0	1.0	1.0	1.0
280	934.8482015132904	0.006550661288201809	0.006488366052508354	1.0	1.0	1.0	1.0
282	941.3412158489227	0.006499312072992325	0.006438652519136667	1.0	1.0	1.0	1.0
284	948.5330646038055	0.006460882443934679	0.0064012049697339535	1.0	1.0	1.0	1.0
286	954.6360604763031	0.006334320176392794	0.006276741158217192	1.0	1.0	1.0	1.0
288	961.845338344574	0.006239320943132043	0.006182743702083826	1.0	1.0	1.0	1.0
290	967.7877836227417	0.006212105229496956	0.006155960261821747	1.0	1.0	1.0	1.0
292	974.4566910266876	0.0061292162165045745	0.006075210403650999	1.0	1.0	1.0	1.0
294	980.9793889522552	0.006059190770611168	0.006005574949085712	1.0	1.0	1.0	1.0
296	986.9957790374756	0.006097920332103968	0.006044463254511356	1.0	1.0	1.0	1.0
298	992.992312669754	0.005969688808545471	0.00591829139739275	1.0	1.0	1.0	1.0
300	999.4573440551758	0.005889297695830464	0.005838773213326931	1.0	1.0	1.0	1.0
302	1006.0748808383942	0.005856957938522101	0.005807084962725639	1.0	1.0	1.0	1.0
304	1012.6430242061615	0.005785720050334931	0.005736221093684435	1.0	1.0	1.0	1.0
306	1019.350711107254	0.005695593310520053	0.005647217854857445	1.0	1.0	1.0	1.0
308	1025.5812811851501	0.005670613050460816	0.005623651202768087	1.0	1.0	1.0	1.0
310	1031.2285227775574	0.005621807230636478	0.005575566552579403	1.0	1.0	1.0	1.0
312	1037.8877243995667	0.005540364747866989	0.0054945191368460655	1.0	1.0	1.0	1.0
314	1044.4324128627777	0.0055472327861934905	0.005502034910023212	1.0	1.0	1.0	1.0
316	1051.047523021698	0.005425096303224564	0.005380891263484955	1.0	1.0	1.0	1.0
318	1057.371891260147	0.005370444525033236	0.005327223334461451	1.0	1.0	1.0	1.0
320	1063.821453332901	0.005322775430977345	0.0052797687239944935	1.0	1.0	1.0	1.0
322	1070.4516096115112	0.005253940774127841	0.005211874842643738	1.0	1.0	1.0	1.0
324	1077.244001865387	0.005225374875590206	0.0051833526231348515	1.0	1.0	1.0	1.0
326	1083.2203583717346	0.0051585852168500425	0.005117824301123619	1.0	1.0	1.0	1.0
328	1089.5549447536469	0.005151719320565462	0.005111117381602526	1.0	1.0	1.0	1.0
330	1097.033681154251	0.005044723208993674	0.005005143582820892	1.0	1.0	1.0	1.0
332	1103.0183012485504	0.005029591359198094	0.004990488290786743	1.0	1.0	1.0	1.0
334	1109.8566555976868	0.004973296169191599	0.004934805911034346	1.0	1.0	1.0	1.0
336	1115.883982181549	0.00494997245259583	0.0049111745320260525	1.0	1.0	1.0	1.0
338	1122.147556066513	0.004886263795197011	0.004848375450819731	1.0	1.0	1.0	1.0
340	1128.238469839096	0.004871944803744555	0.004834091756492853	1.0	1.0	1.0	1.0
342	1134.7597699165344	0.004800049681216479	0.004762987140566111	1.0	1.0	1.0	1.0
344	1141.0552790164948	0.004760664375498891	0.004723985213786364	1.0	1.0	1.0	1.0
346	1146.6215603351593	0.004763098759576679	0.00472654402256012	1.0	1.0	1.0	1.0
348	1153.009691953659	0.00467529995366931	0.00463922880589962	1.0	1.0	1.0	1.0
350	1159.2446489334106	0.0046178952790796755	0.004582297056913376	1.0	1.0	1.0	1.0
352	1165.8335769176483	0.004601041134446859	0.004565739538520575	1.0	1.0	1.0	1.0
354	1172.8687434196472	0.004560111975297332	0.004525566473603249	1.0	1.0	1.0	1.0
356	1180.0632798671722	0.004478830425068736	0.004444158170372248	1.0	1.0	1.0	1.0
358	1186.655811548233	0.004436647659167648	0.004402613267302513	1.0	1.0	1.0	1.0
360	1193.4194476604462	0.004422929137945175	0.004389461595565081	1.0	1.0	1.0	1.0
362	1199.94322681427	0.0043581434525549415	0.004325191956013441	1.0	1.0	1.0	1.0
364	1206.2855813503265	0.0043513499666005375	0.004318464081734419	1.0	1.0	1.0	1.0
366	1212.37162733078	0.004328982159495354	0.0042962683364748955	1.0	1.0	1.0	1.0
368	1218.6232407093048	0.004270731238648295	0.004238436464220285	1.0	1.0	1.0	1.0
370	1225.1218526363373	0.004229389037936926	0.004198051057755947	1.0	1.0	1.0	1.0
372	1231.0393466949463	0.0041907127015292645	0.0041596544906497	1.0	1.0	1.0	1.0
374	1237.5706191062927	0.004156738938763738	0.00412594061344862	1.0	1.0	1.0	1.0
376	1243.716562986374	0.0041091470979154115	0.004078807309269905	1.0	1.0	1.0	1.0
378	1250.7360208034515	0.004098374349996448	0.004068013280630112	1.0	1.0	1.0	1.0
380	1257.8073024749756	0.004046513419598341	0.004016664810478687	1.0	1.0	1.0	1.0
382	1263.8879017829895	0.0040226051118224864	0.003992842510342598	1.0	1.0	1.0	1.0
384	1270.525818824768	0.0039794533513486385	0.003950375132262707	1.0	1.0	1.0	1.0
386	1276.7265508174896	0.003955480782315135	0.0039264908991754055	1.0	1.0	1.0	1.0
388	1283.6714437007904	0.003887697705067694	0.003859348827973008	1.0	1.0	1.0	1.0
390	1289.8692331314087	0.003878391394391656	0.003850360168144107	1.0	1.0	1.0	1.0
392	1296.3002257347107	0.0038617059821262957	0.0038338934537023306	1.0	1.0	1.0	1.0
394	1302.961300611496	0.0037981236819177866	0.0037709311582148075	1.0	1.0	1.0	1.0
396	1309.4235565662384	0.0037781040184199813	0.0037511494010686874	1.0	1.0	1.0	1.0
398	1316.218807220459	0.0037281632889062167	0.0037013706751167774	1.0	1.0	1.0	1.0
400	1323.2573311328888	0.0037131080636754635	0.0036868322640657425	1.0	1.0	1.0	1.0
402	1330.0255241394043	0.0036848625168204308	0.003658567788079381	1.0	1.0	1.0	1.0
404	1336.9310176372528	0.003667298401705921	0.0036410936154425144	1.0	1.0	1.0	1.0
406	1344.1049768924713	0.003615855355747044	0.0035899325739592314	1.0	1.0	1.0	1.0
408	1350.799607515335	0.00362356782425195	0.0035980541724711657	1.0	1.0	1.0	1.0
410	1357.051013469696	0.0035959507804363966	0.0035706995986402035	1.0	1.0	1.0	1.0
412	1363.2920999526978	0.00354069157037884	0.003515835851430893	1.0	1.0	1.0	1.0
414	1369.944680929184	0.00353061065543443	0.0035055307671427727	1.0	1.0	1.0	1.0
416	1376.3393244743347	0.0034929735586047175	0.003468581708148122	1.0	1.0	1.0	1.0
418	1382.6818010807037	0.003491273568943143	0.003466902067884803	1.0	1.0	1.0	1.0
420	1389.1979305744171	0.003423380805179477	0.0033992764074355364	1.0	1.0	1.0	1.0
422	1395.8453381061554	0.0034136355156078936	0.0033900816924870014	1.0	1.0	1.0	1.0
424	1402.1673073768616	0.0033830384258180858	0.0033596528228372335	1.0	1.0	1.0	1.0
426	1409.3595266342163	0.003338026651181281	0.0033148552756756544	1.0	1.0	1.0	1.0
428	1416.7397501468658	0.0033221596851944926	0.003299516858533025	1.0	1.0	1.0	1.0

